StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,solv_dip,LsoluHsolv,LsolvHsolu,DeltaG_sol,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
HQLOEBRPCVIFCT-UHFFFAOYSA-N,OC(=O)C1=C(Br)C=CC=C1Br,Test,0.643456062,279.916,148.5,138.677,-5563.034958,3.5623,0.20737,0.23536,-0.009579,344.4252319,-1.30533,-0.23026,-0.70148,0.8308,-1.12612,,,,,,,,,,,,,,15,9460,9726.5,14554,0.583240881,0.599965582,0.936842167,6,32.84223613,-108.6802493,141.5224855,2687,0.035828994,0.008321015
HSXJIIOATUZQAZ-UHFFFAOYSA-N,O=C(OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,Test,-0.81694987,494.414,122.25,305.417,-1786.761001,6.8399,0.13098,0.25187,-0.025597,788.4667358,-5.13111,-0.74717,-0.639,0.82321,-4.12851,,,,,,,,,,,,,,54,22370,28627,29212,0.466581377,0.651151627,0.982221216,7,387.3577193,-269.9167945,657.2745138,17879,0.034261435,0.010432499
HUYYFHGIHVULSU-UHFFFAOYSA-N,NS(=O)(=O)C1=CC(=CC=C1)S(N)(=O)=O,Train,-0.760630239,236.273,229,143.763,-1440.033781,3.7988,0.18437,0.26295,-0.021889,398.0881348,-3.86441,-1.41594,-1.12145,2.29404,-1.51923,,,,,,,,,,,,,,22,9603.5,13439,16017.5,0.536163007,0.790859882,1,5,55.85735499,-253.0206057,308.8779607,2836,-0.044882284,0.010915525
HWVAWHHNNDOXDU-PTHRTHQKSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CC(C)C,Train,-1.672818005,470.78,110,436.173,-1401.72963,2.8048,0.25232,0.20948,-0.007776,851.8655396,-1.21724,-11.72337,-0.68514,0.8409,-1.21724,,,,,,,,,,,,,,88,11876.5,34160.5,40537.5,0.276029056,0.31742639,0.834220588,6,-82.72002089,-90.53026523,7.810244337,1669,-0.048273711,0.015458797
HXEWMTXDBOQQKO-UHFFFAOYSA-N,ClC1=CC=C2C(Cl)=CC=NC2=C1,Train,-0.097865989,198.051,86.9,126.521,-1321.059574,2.6753,0.17449,0.22635,-0.005141,347.649231,0,-0.89221,-0.46645,0.27594,-0.44325,,,,,,,,,,,,,,17,7105.5,9629.5,16151.5,0.36416185,0.481203061,0.728880352,4,55.28932884,-35.02729618,90.31662502,1620,0.032941427,0.007475066
HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,Train,-2.504718085,265.336,207.9,218.777,-1179.076991,6.2505,0.22568,0.19313,-0.013847,517.8535156,-1.24367,-1.29752,-0.68818,0.94631,-2.8592,,,,,,,,,,,,,,33,9309,19780.5,22600,0.374074759,0.42042354,0.847977741,4,-3.179682566,-194.7798391,191.6001566,4810,-0.036573846,0.01053793
HXIGUHNNGMNPTO-UHFFFAOYSA-N,CCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.163185841,468.64,131,400.639,-1497.177558,5.1755,0.22856,0.15192,-0.021219,887.8326416,-2.14803,-5.85276,-0.79774,0.83621,-4.28237,,,,,,,,,,,,,,74,21421,28861.5,40359,0.303815486,0.475098351,0.607427056,4,-157.1154689,-407.0630181,249.9475492,9164,-0.044419797,0.016928107
HYXITZLLTYIPOF-UHFFFAOYSA-N,CC1=COC2=C1C(=O)C(=O)C1=C3CCCC(C)(C)C3=CC=C21,Train,-1.916855674,294.35,206.5,209.711,-960.297485,7.889,0.1448,0.20232,-0.012634,507.179718,-1.56127,-2.94809,-0.70274,0.49605,-1.56127,,,,,,,,,,,,,,40,11065,16008,24042.5,0.486725664,0.603524229,0.777517531,7,-51.87130056,-199.6224591,147.7511585,3285,-0.060767872,0.021788816
HZKJLTIPRKRDQX-CCEZHUSRSA-N,CCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-0.929049367,478.678,125.5,401.715,-1499.329731,12.8836,0.21004,0.15527,-0.02433,947.012146,-1.31725,-6.83815,-0.68797,0.84095,-3.45258,,,,,,,,,,,,,,77,18332,34061,41194.5,0.288001363,0.452368725,0.616093371,3,-113.6074187,-440.4611477,326.8537289,7606,-0.057909696,0.030742655
HZRSNVGNWUDEFX-UHFFFAOYSA-N,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,Train,0.110336443,387.823,64.5,246.646,-1659.897249,2.2454,0.21405,0.19332,-0.015981,666.1380615,-2.20439,-1.46988,-0.68709,0.93384,-3.0392,,,,,,,,,,,,,,45,15953.5,22704.5,28526.5,0.504693431,0.712562858,0.762094756,9,-43.15460164,-236.1535597,192.998958,3527,-0.046262177,0.018794691
IAHOUQOWMXVMEH-UHFFFAOYSA-N,NC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Test,-0.782235366,228.121,190.25,167.273,-901.07889,4.5591,0.10705,0.26396,-0.017432,365.22995,-2.42361,0.0874,-0.73112,0.50181,-1.65,,,,,,,,,,,,,,20,8249.5,8779.5,17597.5,0.37804878,0.402597403,0.920346396,4,200.1035864,-142.8646527,342.9682392,7240,0.047371304,0.014920591
IAIWVQXQOWNYOU-FPYGCLRLSA-N,NC(=O)N\N=C\C1=CC=C(O1)N(=O)=O,Train,-1.91405064,198.138,238,137.895,-751.972578,6.9894,0.13635,0.22206,-0.021601,387.9016418,-1.98967,0.94432,-0.87326,0.79332,-3.09354,,,,,,,,,,,,,,20,7023,11039.5,17945,0.30845772,0.459259259,0.71686923,4,119.6280754,-255.1674868,374.7955622,6225,0.050687377,0.021019164
IAJJZOUCJCCJTG-UHFFFAOYSA-N,C1OC(OC1C1OC(OC1C1COC(O1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,Train,-2.172700209,446.5,210,350.958,-1495.473356,1.4653,0.23139,0.22648,-0.016398,747.3789063,-3.63425,-2.77961,-0.61844,0.39045,-3.63425,,,,,,,,,,,,,,59,19412.5,22641.5,34547.5,0.510932639,0.587923357,0.948472966,7,-94.16752617,-288.1866917,194.0191655,7433,0.025530737,0.0039861
IAOCRFBMFNOPFQ-UHFFFAOYSA-N,OOC1(C2=CC=CC=C2)C2=CC=CC=C2C(OO)(C2=CC=CC=C2)C2=C1C=CC=C2,Train,-2.054111614,396.442,241,279.078,-1303.227313,1.0311,0.21191,0.21683,-0.013176,607.1416626,-1.63509,-3.99733,-0.49978,0.51154,-1.63509,,,,,,,,,,,,,,50,17287,24353,24537,0.598856694,0.921024763,0.955947181,13,-47.87660787,-179.3456841,131.4690762,3086,-0.030416759,0.009153966
IBSNKSODLGJUMQ-SDNWHVSQSA-N,CO\C=C(\C(=O)OC)C1=C(COC2=NC(=CC=C2)C(F)(F)F)C=CC=C1,Test,-0.167110479,367.325,75,270.971,-1350.528602,4.5759,0.19819,0.20757,-0.020783,626.8179932,-2.28899,-0.05917,-0.67232,1.08308,-3.89518,,,,,,,,,,,,,,42,16209.5,19706,24479.5,0.768774832,0.794207391,0.926100985,9,-75.97319769,-274.8582975,198.8850998,3594,-0.030532003,0.006776921
ICSNLGPSRYBMBD-UHFFFAOYSA-N,NC1=NC=CC=C1,Train,0.853080619,94.116,57,71.202,-303.594869,2.8495,0.23254,0.18876,-0.007985,257.3648987,0,-0.44613,-0.86749,0.42871,-1.41237,,,,,,,,,,,,,,13,5798,7053.5,10803.5,0.459259259,0.543859649,0.809813243,2,8.731133797,-95.32307826,104.0542121,2923,0.03559843,0.0134268
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N1CCNCC1)C(F)=C2,Train,-2.028466869,320.323,222,265.327,-1126.168444,9.9941,0.18771,0.19922,-0.02307,528.3218384,-2.04597,-0.22464,-0.7288,0.80757,-4.50338,,,,,,,,,,,,,,40,11298,16352,25455,0.4092827,0.571387751,0.703639213,7,141.3614341,-284.8090024,426.1704365,11201,0.036265712,0.009675934
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,Train,-1.920111701,290.322,199.6,192.262,-988.779437,3.2629,0.23315,0.19032,-0.018295,539.8106079,-1.66815,-0.46122,-0.86025,0.58411,-4.55626,,,,,,,,,,,,,,39,14328,18587.5,21707.5,0.531486891,0.681166481,0.897429259,5,-11.15318065,-241.1057205,229.9525399,4144,0.034316492,0.009286488
IFLREYGFSNHWGE-UHFFFAOYSA-N,C1=CC2=CC3=CC4=CC=CC=C4C=C3C=C2C=C1,Test,-2.167497354,228.293,348,187.62,-692.991613,0,0.17029,0.16052,-0.006126,441.4698181,0,-2.97805,-0.2483,0.25273,0,,,,,,,,,,,,,,30,6463,12621,22890,0.275555559,0.504,0.537777783,6,11.61095649,-89.02436738,100.6353239,2078,-0.022223098,0.001085801
IHPPHZLFDYXMCE-IIWURLRVSA-N,CC[C@H]1C2=C(CC[C@@]1(C)C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C1=C(C=C2)C=C(OC)C=C1,Train,-1.623085206,436.635,164.5,345.411,-1354.377429,1.2057,0.21222,0.17697,-0.010962,731.7814941,-1.76923,-7.94517,-0.68718,0.86664,-1.76923,,,,,,,,,,,,,,72,15336.5,26421,34391,0.355840132,0.51338907,0.672514651,4,-108.0723774,-180.0338143,71.96143685,3907,-0.027559603,0.005374206
IHYJTAOFMMMOPX-LURJTMIESA-N,[H][C@](NC(C)=O)(C(C)C)C(O)=O,Train,-0.463121583,159.185,166.25,110.971,-554.911917,3.6548,0.2329,0.23494,-0.01468,365.1130371,-2.05688,-1.06812,-0.76712,0.8302,-2.70683,,,,,,,,,,,,,,24,10233.5,11652.5,14029.5,0.620895027,0.751025076,0.833406162,5,-5.665032266,-167.3203489,161.6553167,3374,0.031902083,0.01391746
IIACRCGMVDHOTQ-UHFFFAOYSA-N,NS(O)(=O)=O,Train,-1.490265876,97.0947,205.85,42.071,-680.348361,3.767,0.22757,0.28751,-0.015181,218.9705048,-2.81655,0,-1.11462,2.46237,-1.4688,,,,,,,,,,,,,,8,6360.5,6735,7040.5,0.881737885,0.963761036,0.966231174,2,27.39118872,-145.9159995,173.3071882,3750,-0.038910933,0.010705312
IJFXRHURBJZNAO-UHFFFAOYSA-N,OC(=O)C1=CC=CC(O)=C1,Train,0.274707345,138.123,201,113.026,-495.989057,1.2109,0.19114,0.21858,-0.011549,303.345459,-2.08786,-0.0266,-0.72148,0.81362,-2.08786,,,,,,,,,,,,,,16,6518,8112,13651,0.405228758,0.488188976,0.815789537,5,47.45256682,-83.68850431,131.1410711,1468,-0.042517804,0.010524097
IKCLCGXPQILATA-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1Cl,Train,0.258612562,156.569,140.1,100.749,-880.362915,4.7235,0.18476,0.23695,-0.009008,307.6802979,-1.35493,-0.27523,-0.72724,0.81198,-1.33163,,,,,,,,,,,,,,15,7087,7978.5,13882.5,0.42384106,0.477272727,0.898440247,3,26.72487824,-110.6631812,137.3880594,2978,0.032936122,0.006854014
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,Train,-0.041083069,112.175,157.5,76.754,-345.191651,0.0032,0.26392,0.16239,-0.005891,281.6536865,0,-1.81086,-0.53862,0.24072,-1.07724,,,,,,,,,,,,,,20,8450,8614,8619,0.906542056,0.91509434,0.923076838,5,-60.30700482,-64.61020196,4.303197145,796,-0.040601722,0.011760734
IMOPXBPHKARACH-UHFFFAOYSA-N,CCOCN1C(=O)C2=C(C=CC=C2)C1=O,Test,-2.914264861,205.213,83.5,143.99,-706.118849,4.761,0.16048,0.24995,-0.011941,413.8095093,-1.79601,-0.39245,-0.71045,0.71862,-2.33543,,,,,,,,,,,,,,26,10275,13137.5,17629,0.526539534,0.626890059,0.966666662,6,-50.53857926,-183.4986253,132.960046,3346,0.034884744,0.008103668
INNYTHHRUGCEEV-UNTZMWQOSA-N,CCCC12SC3S[C@](CCC)(S[C@](CCC)(S3)S1)S2,Train,-1.723940947,370.714,198.5,205.398,-2897.494867,0.6899,0.22652,0.19671,-0.009733,560.6982422,0,-7.3944,-0.78353,0.33251,1.80522,,,,,,,,,,,,,,41,16915,18934.5,24194.5,0.550382949,0.628140704,0.872690677,8,-89.11433123,-122.2929631,33.17863188,1009,-0.031351231,0.007173848
IOYHCQBYQJQBSK-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC(O)=C(O)C=C1,Test,-0.792311105,286.241,271.5,153.479,-1028.832162,2.6851,0.18861,0.19103,-0.018908,473.5366211,-4.01945,0.32351,-0.73873,0.53614,-4.01945,,,,,,,,,,,,,,31,8778,16258.5,22909.5,0.370156643,0.516636804,0.653917296,8,35.64797643,-187.462049,223.1100254,4529,-0.038649559,0.01238887
IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(O)=O,Train,-0.56827648,256.429,62.5,233.671,-779.108007,2.1113,0.25191,0.26097,-0.008324,647.3121338,-1.37966,-6.4319,-0.729,0.83161,-1.37966,,,,,,,,,,,,,,50,17255.5,20628.5,26753,0.23659306,0.242611234,0.286821705,5,-14.34828106,-84.26153345,69.91325239,1642,-0.046174722,0.012772947
IQPNAANSBPBGFQ-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,Train,-1.676181877,286.241,329,202.599,-1028.841694,7.0976,0.178,0.20162,-0.019658,473.217041,-4.03653,0.30822,-0.73609,0.53791,-4.03653,,,,,,,,,,,,,,31,8573.5,13116.5,24275,0.309734513,0.461376454,0.637901616,7,83.97675704,-178.3314709,262.3082279,3241,-0.046332085,0.014700362
ISXYVHLPQGBMLC-VOTSOKGWSA-N,C\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.660560304,366.463,149,259.468,-1185.023903,8.771,0.21522,0.15778,-0.018833,693.5698853,-1.32746,-3.1368,-0.72862,0.83259,-3.45867,,,,,,,,,,,,,,53,18757,19296.5,30630.5,0.443089431,0.465811961,0.995262387,4,-115.4444402,-380.1560464,264.7116062,8096,-0.046956033,0.021580486
ITWUGZSJDMBOPH-UHFFFAOYSA-N,CC1=CC=C2NC3=C(CCCC3=O)C2=C1,Train,-0.981287159,199.252,195.4,155.953,-633.057267,4.1648,0.1927,0.19132,-0.010038,410.7974854,-0.64165,-2.3404,-0.69869,0.53934,-1.17614,,,,,,,,,,,,,,28,8301,12614,19021.5,0.455364479,0.657009168,0.674843219,6,20.19166603,-48.03580753,68.22747356,3611,-0.012202966,0.045965769
IVDVAMTYPIOUEQ-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2C(=O)C1=CC=CC=C1,Train,-0.228397885,256.345,90,245.409,-810.048103,3.0315,0.18809,0.22301,-0.010255,469.5411987,-1.17413,-3.9067,-0.68135,0.6454,-1.17413,,,,,,,,,,,,,,39,11758.5,16623,19771.5,0.600375091,0.603176901,0.97421557,4,-39.86277758,-164.150764,124.2879864,3212,0.02740283,0.005689031
IVPCDWBBGQCALV-FYWRMAATSA-N,O=C1O\C(=N\C2=C(C=CC=C2)N(=O)=O)C2=CC=CC=C12,Train,-0.616930725,268.229,163,201.213,-948.514084,6.3347,0.1518,0.23107,-0.015576,467.8315735,-1.91881,-0.29397,-0.5672,0.81755,-1.86174,,,,,,,,,,,,,,28,11092,16292.5,21100,0.460465116,0.621913963,0.735193669,5,14.93626163,-252.4004677,267.3367293,3888,0.036678699,0.009510126
IVXFOQQPPONQTB-UHFFFAOYSA-N,CC(=O)OC1=CC=C(C=C1)C1=CC(=O)C2=C(OC(C)=O)C=C(OC(C)=O)C=C2O1,Train,-1.899112145,396.353,183.25,277.639,-1411.502155,8.9404,0.17432,0.21761,-0.025063,671.9341431,-4.61915,0.24235,-0.7827,0.84439,-4.61915,,,,,,,,,,,,,,45,14787,19713,30832,0.345454545,0.489795918,0.703421449,4,-48.57862452,-394.6634846,346.0848601,10668,0.032096607,0.0066927
IYGIFHMTRPKJNP-UHFFFAOYSA-N,C1OC(OC1C1COC(O1)C1=CC=CC=C1)C1=CC=CC=C1,Test,-1.943231113,298.339,220,202.912,-997.385141,1.0479,0.23355,0.2271,-0.013364,553.7568359,-2.42426,-1.98974,-0.61369,0.38283,-2.42426,,,,,,,,,,,,,,40,12215,17926,24386.5,0.46059881,0.591836735,0.761273394,9,-44.76431046,-199.5795019,154.8151914,2974,0.033347778,0.007203503
IZZVKENIUWWBHF-BUHFOSPRSA-N,CCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.613894727,464.651,127.5,343.655,-1460.042561,12.2963,0.20997,0.15502,-0.024527,916.2470703,-1.31747,-6.37855,-0.68801,0.84116,-3.45175,,,,,,,,,,,,,,74,19845.5,31326,40382.5,0.280369952,0.499168598,0.523148151,4,-145.8406153,-451.072418,305.2318027,7950,-0.056738669,0.029966705
JAKVEOCMEMGHGB-YFKPBYRVSA-N,[H][C@](N)(CSCC#C)C(O)=O,Train,-3.088024262,159.209,214.25,129.421,-837.301621,3.8042,0.22965,0.20348,-0.015263,362.7968445,-1.36191,-0.91949,-0.92102,0.81641,-2.09264,,,,,,,,,,,,,,19,7497,12755,14826.5,0.451898787,0.548554438,0.778453671,4,48.21114352,-176.1208031,224.3319466,5452,0.037882836,0.016196396
JCRIDWXIBSEOEG-UHFFFAOYSA-N,OC1=C(C=CC=C1N(=O)=O)N(=O)=O,Train,0.839847846,184.108,62.1,114.167,-716.434211,5.8472,0.11865,0.26158,-0.013709,325.2571411,-2.24921,-0.15627,-0.65831,0.5397,-1.24203,,,,,,,,,,,,,,17,7304,9165,14888.5,0.444444444,0.530215351,1,3,117.2213593,-158.9401844,276.1615437,6488,0.042564973,0.011698573
JDMCEGLQFSOMQH-UHFFFAOYSA-N,CCCCC(NC(C)=O)C(O)=O,Train,0.130637881,173.212,105.5,151.647,-594.202904,5.2819,0.23473,0.23458,-0.015215,410.1325989,-2.06478,-1.51039,-0.76811,0.82771,-2.71408,,,,,,,,,,,,,,27,10541.5,13378,16428.5,0.499253909,0.599320387,0.84773824,3,-4.981399276,-200.3557744,195.3743751,5450,0.035192051,0.017839841
JDSHMPZPIAZGSV-UHFFFAOYSA-N,NC1=NC(N)=NC(N)=N1,Train,-2.619789332,126.121,354,93.879,-446.449279,0.0108,0.25723,0.21352,-0.014526,291.1286621,0,1.81919,-0.83455,0.60641,-4.47745,,,,,,,,,,,,,,15,7183,7214,12574,0.439716312,0.442857143,0.91189777,4,-16.58128125,-161.960478,145.3791967,4865,-0.033290951,0.008948152
JDTWZSUNGHMMJM-CAHLUQPWSA-N,[H][C@](C)(CC)[C@@]([H])(NC(C)=O)C(O)=O,Train,-0.467725965,173.212,154.5,139.593,-594.199137,4.1447,0.23465,0.23473,-0.014553,389.9914246,-2.06076,-1.5438,-0.76714,0.83015,-2.71427,,,,,,,,,,,,,,27,11273,12779,14810,0.614562547,0.780863559,0.944792527,9,-13.82321837,-154.4052522,140.5820339,1962,-0.057145269,0.018739587
JEZQCHJJLYRNOZ-UHFFFAOYSA-N,OC(=O)C1=CC=CC(Cl)=C1C(=O)C1=CC=CC=C1,Train,-1.420291159,260.677,232.82,156.879,-1224.681586,6.2168,0.17929,0.23379,-0.014256,444.888092,-1.9119,-0.74709,-0.71414,0.81706,-1.90111,,,,,,,,,,,,,,27,12475.5,15748,17592,0.634579515,0.802170247,0.841213509,3,-35.30686337,-234.2182022,198.9113388,5100,-0.045925138,0.019074422
JGMBHJNMQVKDMW-UHFFFAOYSA-N,ClC1=C(Cl)C=C(C=C1)C1CCC(=O)C2=CC=CC=C12,Test,-0.362530939,291.177,100,181.278,-1612.403196,1.4338,0.18372,0.22901,-0.010487,484.2006226,-0.61471,-2.58597,-0.61471,0.58393,-0.58005,,,,,,,,,,,,,,31,11871.5,17383,20394,0.556815179,0.741935472,0.787793779,3,141.0260955,-101.8928679,242.9189634,7769,0.031267726,0.007195639
JGRXMPYUTJLTKT-UHFFFAOYSA-N,OC(=O)CNC(=O)C1=C(O)C=C(C=N1)C1=CC(Cl)=CC=C1,Train,-0.486720856,306.705,175.8,198.674,-1410.627011,1.7182,0.17772,0.22029,-0.015245,521.6984253,-2.77659,0.23728,-0.71945,0.82061,-3.89731,,,,,,,,,,,,,,32,9880.5,16762.5,25058.5,0.339702584,0.552529183,0.573348553,7,79.4719683,-130.6023961,210.0743644,2724,0.041072446,0.021675889
JKCQOMAQPUYHPL-UHFFFAOYSA-N,C1COCCOC2=C(OCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,Train,-1.052568169,404.46,106.75,314.477,-1381.326558,2.7391,0.25301,0.17749,-0.024842,687.0195313,-4.06918,-2.4831,-0.61639,0.27943,-4.06918,,,,,,,,,,,,,,57,17793.5,21283.5,32412.5,0.495257607,0.744001761,0.79511279,5,-383.3988668,-568.1140983,184.7152315,10139,-0.054622956,0.027032108
JLYXXMFPNIAWKQ-CDRYSYESSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,Train,-0.671145442,290.832,310.5,139.075,-2993.377025,0,0.18272,0.28433,-0.010976,381.1347046,0,-1.62944,-0.27168,0.3071,-0.21308,,,,,,,,,,,,,,18,10775.5,10826.5,16931.5,0.540880511,0.562091503,0.916666691,8,203.7368266,-4.813297076,208.5501236,2087,0.050075276,0.017356453
JTEGQNOMFQHVDC-NKWVEPMBSA-N,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,Train,-2.387200434,229.26,140,150.675,-1099.478102,10.9027,0.21472,0.20735,-0.024763,404.9612427,-2.12226,0.34425,-0.80898,0.79359,-3.85991,,,,,,,,,,,,,,26,9747.5,12786,17551,0.491284881,0.659714593,0.764406778,5,14.97774623,-293.588789,308.5665353,6591,0.046528138,0.020164702
JUFLTGRGLUCRCU-UHFFFAOYSA-N,N=C(C#N)C(=N)C#N,Train,0.296557126,106.087,165.5,87.913,-372.539828,4.0063,0.10976,0.30949,-0.014047,266.4177246,0,0.79102,-0.52083,0.41758,-1.61031,,,,,,,,,,,,,,10,6131,6869,10879,0.480620155,0.52991453,0.856751208,4,111.0838564,-117.0761806,228.160037,4298,0.053085164,0.019767457
JUVIOZPCNVVQFO-HBGVWJBISA-N,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=C(O2)C2=C(O[C@H](C2)C(C)=C)C=C1,Train,-0.757114242,394.424,163.5,263.96,-1340.698014,5.6889,0.19523,0.16996,-0.018241,656.6140747,-3.33111,-2.12832,-0.71603,0.57835,-3.33111,,,,,,,,,,,,,,51,16125,21650.5,27622,0.547550112,0.585985237,0.958911969,8,-49.02228664,-270.2550755,221.2327889,6451,-0.039201517,0.015853234
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCC1=CC=C(C=C1)C(=O)C1=C(C=CC=C1)C(O)=O,Train,-1.136912716,254.285,126,169.958,-843.661949,6.0775,0.18596,0.22465,-0.014888,488.287384,-1.93977,-1.89674,-0.71771,0.81471,-1.93977,,,,,,,,,,,,,,33,12045.5,17810.5,19307,0.537573247,0.707547154,0.806687578,6,-70.09275702,-235.6845572,165.5918002,4607,-0.051157924,0.020673508
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,Train,-0.065985952,222.327,216.5,249.267,-696.928007,0.0001,0.24539,0.17772,-0.00865,455.889679,-1.46808,-4.38808,-0.73404,0.52089,-1.46808,,,,,,,,,,,,,,38,10436,15841.5,18809.5,0.587301601,0.694060038,1,3,48.51739482,-50.93774588,99.4551407,2104,-0.024209955,0.002881904
KCSGAVOYBPPIRL-UHFFFAOYSA-N,CCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.789595827,396.533,143,307.097,-1264.802509,9.2759,0.23614,0.15893,-0.018707,757.8833618,-1.32843,-4.51547,-0.68796,0.83583,-3.46276,,,,,,,,,,,,,,61,18493,23771.5,33069.5,0.40743099,0.458050304,0.85535139,4,-44.54186488,-314.4405217,269.8986568,7261,-0.043305402,0.020618938
KDCVCMJTEQZMEL-UHFFFAOYSA-N,CN1CCN(CC2=CC(C)=CC=C2)CC(C1)NC(=O)C1=NNC2=C1C=CC=C2,Train,-1.00229436,377.489,142.5,281.264,-1203.221177,5.5586,0.20235,0.18068,-0.017502,680.9412231,-0.69014,-3.88668,-0.7018,0.66001,-3.08436,,,,,,,,,,,,,,55,16284.5,26623.5,26886.5,0.447118579,0.765569682,0.774569491,10,-107.3053738,-261.5386802,154.2333064,4254,-0.046199808,0.022069791
KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,Train,-0.48562214,118.089,185.5,91.437,-456.930143,0,0.23935,0.26797,-0.013038,282.7740784,-2.7383,0.52272,-0.72332,0.83085,-2.7383,,,,,,,,,,,,,,14,7416,7888,11261.5,0.528985507,0.557251908,0.567024254,8,52.040032,-106.9763455,159.0163775,1249,-0.039616022,0.009667578
KFIRODWJCYBBHY-UHFFFAOYSA-N,OC(=O)C1=C(C(O)=O)C(=CC=C1)N(=O)=O,Train,-0.08819764,211.131,217.75,98.43,-813.836168,8.1967,0.13885,0.26512,-0.018896,361.3123474,-3.40722,0.97231,-0.71275,0.82872,-2.89982,,,,,,,,,,,,,,20,9445,10281.5,16304.5,0.514216122,0.597945366,0.986105632,3,34.22259909,-248.1474921,282.3700912,6009,0.041828446,0.017905109
KGCNHWXDPDPSBV-UHFFFAOYSA-N,ClCC1=CC=C(C=C1)N(=O)=O,Train,0.763514653,171.583,71.35,113.445,-935.606588,5.6083,0.14317,0.26727,-0.010736,336.8674927,-0.81002,-1.24141,-0.43727,0.5009,-0.41889,,,,,,,,,,,,,,17,7248,10267,14280.5,0.502896987,0.656804734,0.862417,4,105.1734776,-115.176826,220.3503036,5324,0.040841916,0.011305752
KIGQVWWOESIMBG-UHFFFAOYSA-N,OC(=O)CN(CCC#N)CCC#N,Train,0.273335105,181.194,75.65,146.601,-626.043764,6.3445,0.22245,0.23026,-0.022697,403.255249,-1.36515,-0.5287,-0.72501,0.81105,-2.73489,,,,,,,,,,,,,,24,10695,13070.5,15727,0.494736842,0.619645482,0.982816323,4,237.2239553,-218.4754346,455.6993899,9382,0.048571668,0.015816188
KJFMBFZCATUALV-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,Test,-0.081272278,318.329,260.875,272.895,-1071.277391,5.4738,0.19538,0.20629,-0.02003,538.1726074,-2.6126,-1.55398,-0.72146,0.81578,-2.6126,,,,,,,,,,,,,,38,17557.5,17912,20667.5,0.755027913,0.815576779,0.99670179,7,44.08407224,-231.3691283,275.4532005,3616,0.030799388,0.006450744
