StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,solv_dip,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,Test,-3.63,158.2832,6,147.183,-469.304758,-0.007019,2.2725,0.31841,0.30204,452.0536499,-0.8124,-4.53019,-0.8124,0.51168,-0.8124,,,,,,,,,,,,,,33,10375,33419,34332.5,0.282608696,0.304347835,0.920353982,2,-13.26278182,-61.70832862,48.44554681,1374,-0.044911447,0.013951435
MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(ccc1O)C=O,Train,-1.15489,152.1494,82,124.715,-535.242516,-0.011358,3.7054,0.25147,0.26211,333.8753967,-1.88704,-0.30037,-0.70532,0.53552,-1.88704,,,,,,,,,,,,,,19,15532.5,16149,29150.5,0.507032371,0.530927835,0.929649155,5,41.92796463,-122.8075187,164.7354833,3030,0.033024116,0.005394214
MWWATHDPGQKSAR-UHFFFAOYSA-N,C#CC,Train,-0.41,40.0646,-102.7,42.153,-116.633168,-0.003563,1.0433,0.32913,0.29728,192.7748261,0,-1.0822,-0.76854,0.2744,0,,,,,,,,,,,,,,7,7698,12172.5,12257,0.655844156,0.658121949,0.955128098,5,1.15282038,-45.12149303,46.27431341,1672,-0.026986539,0.003204526
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)N1CCCC1C(=O)N2,Test,-3.745,216.239,229,160.664,-724.344491,-0.016311,4.6418,0.26636,0.27049,403.1767273,-1.35568,-0.87692,-0.69758,0.70141,-2.45667,,,,,,,,,,,,,,28,18806,24305,35208,0.521330057,0.706545159,0.711333775,3,22.11912203,-194.9556273,217.0747493,6508,0.033355063,0.011902089
MXXWOMGUGJBKIW-UHFFFAOYSA-N,C1CCN(CC1)C(=O)C=CC=Cc1ccc2c(c1)OCO2,Train,-3.46,285.342,131.25,198.387,-939.413058,-0.015213,6.0662,0.24581,0.23275,557.9008789,-1.81957,-2.37533,-0.73198,0.65128,-2.29533,,,,,,,,,,,,,,40,18269.5,36591,50528.5,0.344336575,0.470591422,0.681854149,7,10.05504644,-194.1420317,204.1970782,3852,0.028320814,0.005615449
MZZBPDKVEFVLFF-UHFFFAOYSA-N,CCNc1nc(Cl)nc(n1)NC(C)(C)C#N,Train,-3.15,240.6949,167.5,200.166,-1139.373736,-0.016925,9.2731,0.27644,0.28253,471.2407837,0,-0.28893,-0.70668,0.62819,-3.42363,,,,,,,,,,,,,,29,21615,29582,37531.5,0.530301435,0.637506401,0.737154155,3,10.89266942,-288.8522966,299.744966,6329,-0.045639484,0.016468969
NAEAAGULDNVNCW-UHFFFAOYSA-N,CCOC(=O)N1CCN(CC1)C(=O)OCC,Train,-0.729,230.2632,47,200.972,-802.149764,-0.013516,0.0018,0.31621,0.27031,479.051178,-2.59484,-0.87844,-0.71912,0.94948,-3.63355,,,,,,,,,,,,,,34,16615.5,33373,38234,0.414039741,0.468428886,0.950571092,7,-39.01405305,-165.8130599,126.7990069,3270,0.02399709,0.00245102
NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O,Train,0.58,58.0798,-81,43.343,-193.104395,-0.006519,3.7931,0.28311,0.2912,218.4291077,-0.60588,-0.84381,-0.69849,0.43785,-0.60588,,,,,,,,,,,,,,10,10657,11908.5,14311.5,0.653846154,0.758094649,0.857142857,2,19.14117198,-87.76193433,106.9031063,3360,0.031816401,0.006154229
NBQCNZYJJMBDKY-UHFFFAOYSA-N,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,Train,-2.48,216.6669,176,148.575,-1070.822613,-0.014193,5.134,0.26512,0.2689,393.5438538,-1.32121,-1.14576,-0.72566,0.83706,-2.40146,,,,,,,,,,,,,,27,18413.5,24039.5,32427,0.650814592,0.732212728,0.853709238,3,51.90149188,-154.9556891,206.857181,4563,0.045333592,0.017755697
NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(c1ccc(c(c1)CO)O)O,Train,-1.16115,239.3138,156,181.679,-788.197124,-0.017786,6.5037,0.29903,0.24405,489.1960144,-2.34493,-2.94747,-0.80108,0.53177,-3.0737,,,,,,,,,,,,,,38,24669.5,35687.5,35969,0.625454545,0.720001752,0.823207479,6,5.137798267,-210.1496835,215.2874818,5399,0.037812852,0.015457932
NDDAHWYSQHTHNT-UHFFFAOYSA-N,CC1Cc2ccccc2N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl,Train,-3.63977,365.8337,165.5,211.608,-1867.377227,-0.023714,1.7355,0.23966,0.23323,582.8840942,-2.5809,-2.56112,-1.12627,2.3045,-2.14954,,,,,,,,,,,,,,40,26829.5,42412.5,49213.5,0.52214426,0.617320526,0.853658537,10,-10.836173,-272.8152601,261.9790871,3979,0.035714063,0.014400746
NFACJZMKEDPNKN-UHFFFAOYSA-N,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,Train,-0.338,257.4376,80,164.588,-2180.038161,-0.01281,6.0522,0.26426,0.32514,379.1217346,-3.62391,-1.16839,-1.12479,2.43245,-1.07513,,,,,,,,,,,,,,20,20279,24662.5,28932,0.644446107,0.752489628,0.874852116,6,54.2542385,-122.8256306,177.0798691,2978,0.030672345,0.005566737
NGFMICBWJRZIBI-UHFFFAOYSA-N,c1ccc(c(c1)CO)OC1C(C(C(C(CO)O1)O)O)O,Train,-0.85,286.281,199,186.135,-1032.531492,-0.026107,2.1221,0.29412,0.27119,483.4530029,-5.13898,-0.64597,-0.79522,0.51402,-5.13898,,,,,,,,,,,,,,38,25508,31843.5,41396,0.565351669,0.740265231,0.79697321,6,160.9207788,-201.0863409,362.0071197,6424,0.041137306,0.017617405
NIPDVSLAMPAWTP-UHFFFAOYSA-N,COc1ccc(cc1N)[N+](=O)[O-],Train,-3.165,168.1518,118,113.514,-606.556763,-0.014925,9.6023,0.22723,0.25071,344.5445251,-1.40336,-0.60908,-0.86438,0.49381,-1.77393,,,,,,,,,,,,,,20,13905,18846.5,30595,0.429166667,0.572373013,0.780607457,3,69.47445233,-191.1846103,260.6590627,6069,0.042949261,0.012426472
NKDDWNXOKDWJAK-UHFFFAOYSA-N,COCOC,Train,0.48,76.095,-105,67.319,-269.487069,-0.005371,0.2597,0.32996,0.30344,245.8567657,-1.24744,-0.473,-0.62372,0.23161,-1.24744,,,,,,,,,,,,,,13,11589.5,15480,16598,0.607954545,0.721590909,0.828125,6,-51.69647367,-65.99107418,14.29460051,903,-0.037012354,0.008804706
NKPDCGFEJUINIK-UHFFFAOYSA-N,c1cc(ccc1O)S(=O)(=O)c1cc(oc1)S(=O)(=O)N,Train,-2.403,303.3042,175,219.465,-1688.696871,-0.028759,10.7539,0.25384,0.28866,484.4169312,-4.98886,-1.50388,-1.11983,2.29676,-1.60026,,,,,,,,,,,,,,28,24243.5,33661,35177,0.54886133,0.79729523,0.852796128,4,122.8696619,-297.823052,420.6927139,9125,0.046103311,0.022345464
NOOBQTYVTDBXTL-UHFFFAOYSA-N,c1cc2c(cc1O)sc(n2)S(=O)(=O)N,Train,-2.503,230.256,220.25,128.961,-1401.786216,-0.020786,6.7073,0.24704,0.26897,389.1110535,-2.62112,-0.85529,-1.12266,2.28988,-1.39218,,,,,,,,,,,,,,20,15633,23488,32427.5,0.504451037,0.633476645,0.942912087,6,32.62955074,-211.2448684,243.8744192,4078,-0.049355489,0.014393791
NOQGZXFMHARMLW-UHFFFAOYSA-N,CN(C)NC(=O)CCC(=O)O,Train,-0.2,160.1724,154.5,114.847,-570.919926,-0.023271,6.816,0.29724,0.26609,368.3148193,-2.06101,-0.57835,-0.72686,0.82714,-2.90906,,,,,,,,,,,,,,23,15737.5,24485,28581.5,0.543888743,0.606212215,0.914233273,2,-11.53482796,-310.0733959,298.5385679,7181,0.041573398,0.019397575
NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(=O)N)COC(=O)N,Train,-1.73737,218.2522,104.5,198.696,-764.066896,-0.019098,4.5941,0.30926,0.30965,456.7039795,-2.58062,-0.81136,-0.88448,0.92222,-4.34849,,,,,,,,,,,,,,33,25816,31641.5,32719,0.65251525,0.951534735,0.964736824,7,-16.88274767,-200.3518451,183.4690975,2002,-0.050741803,0.017413647
NQDJXKOVJZTUJA-UHFFFAOYSA-N,Cc1ccnc2c1[nH]c(=O)c1cccnc1n2C1CC1,Train,-3.19,266.3018,246,201.659,-874.037165,-0.013247,2.1046,0.24341,0.25771,469.3535767,-0.59505,-0.96249,-0.73539,0.70718,-2.80364,,,,,,,,,,,,,,34,24798.5,28641,41896.5,0.571171263,0.68327297,0.861158288,6,-18.36436393,-158.9598598,140.5954959,2173,-0.048243749,0.014501049
NQRLPDFELNCFHW-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)[N+](=O)[O-],Train,-2.69,180.1628,215,132.844,-644.694861,-0.016094,9.9954,0.21609,0.28681,366.1656799,-1.5104,-0.74182,-0.77187,0.69891,-1.63227,,,,,,,,,,,,,,21,12108.5,21924,32745,0.385429669,0.595835866,0.628101973,4,89.6019626,-207.4906173,297.0925799,5946,0.049371747,0.022819588
NRGGMCIBEHEAIL-UHFFFAOYSA-N,CCc1ccccn1,Train,0.51,107.1548,-63,94.46,-326.824028,-0.005223,2.7955,0.28418,0.28421,299.5603333,0,-1.72775,-0.68214,0.259,-0.50065,,,,,,,,,,,,,,17,14058.5,18019,23269.5,0.575799324,0.726913567,0.97382196,2,4.600848932,-63.7522359,68.35308483,2437,0.028048045,0.00475883
NRXQIUSYPAHGNM-UHFFFAOYSA-N,c1c(cc(c(c1I)O)I)C#N,Train,-3.61,370.9158,203.5,111.17,-421.237639,-0.011015,5.5244,0.23593,0.28451,364.4846802,-0.69208,-0.46214,-0.69208,0.52644,-0.62875,,,,,,,,,,,,,,14,17507,18807.5,31911,0.433628319,0.443946188,0.921807184,5,75.78745041,-110.6148133,186.4022637,4201,0.036022977,0.013837623
NSMWYRLQHIXVAP-UHFFFAOYSA-N,CC1CNC(C)CN1,Train,0.49,114.19,115.75,112.983,-346.403023,-0.006821,2.8253,0.31426,0.23791,303.8217773,0,-2.17673,-0.74035,0.4036,-1.4772,,,,,,,,,,,,,,22,15985.5,20047,22716,0.665262923,0.74124961,0.854004133,5,-5.616869059,-64.51384896,58.8969799,971,-0.041766938,0.013905647
NTBYINQTYWZXLH-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])Cl)Cl,Train,-3.2,192.0012,41,107.814,-1355.913005,-0.00821,4.0027,0.19828,0.31201,326.0992737,-0.79952,-0.67779,-0.40056,0.50303,-0.19432,,,,,,,,,,,,,,14,13262.5,17241.5,28670,0.403587444,0.497175141,0.772418371,4,76.92001243,-92.26117484,169.1811873,5257,0.031147047,0.010674882
NURQLCJSMXZBPC-UHFFFAOYSA-N,Cc1ccncc1C,Test,0.36,107.1548,-11,78.355,-326.827807,-0.006469,4.2467,0.28959,0.28209,287.8059998,0,-1.74715,-0.7103,0.25842,-0.50242,,,,,,,,,,,,,,17,13463,14354,23508,0.578651699,0.589595376,0.977401126,4,10.36891146,-87.02970783,97.39861929,2258,0.026627066,0.004017835
NXFQHRVNIOXGAQ-YCRREMRBSA-N,c1cc([N+](=O)[O-])oc1/C=N/N1CC(=O)NC1=O,Test,-3.357,238.1592,268,124.247,-903.405327,-0.022191,7.8779,0.19791,0.28064,428.0778809,-2.53252,1.36843,-0.6629,0.81833,-3.26302,,,,,,,,,,,,,,23,13524.5,25495,38500,0.317757009,0.52106517,0.602711143,4,164.4125684,-240.3415187,404.7540871,9352,0.043279949,0.017118031
NYHAZDHVIPVSDM-UHFFFAOYSA-N,CC(C)C1CCC(=NO)C(=NO)C1,Train,-2.39,184.2376,-45.33,147.785,-612.256587,-0.012477,2.4113,0.28481,0.27811,396.1569519,-1.22996,-2.95727,-0.68241,0.52564,-1.55491,,,,,,,,,,,,,,29,18284,26858,32356.5,0.558232932,0.664021691,0.833333333,6,-87.04791853,-169.5804731,82.53255459,4262,-0.039788943,0.011708606
NZDAAPUTURAWII-UHFFFAOYSA-N,CC(=O)NC(=O)COC(=O)c1ccccc1,Test,-2.401,221.2122,104.5,161.323,-781.362759,-0.01865,9.1057,0.23732,0.28225,441.4270325,-2.41197,-0.02108,-0.78201,0.82968,-3.10926,,,,,,,,,,,,,,27,19911,27096.5,37246,0.49151454,0.653829751,0.842676248,4,48.17040974,-235.8627418,284.0331515,4600,0.033042419,0.007489686
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,CC(C)(C)NC(=O)COC(=O)c1ccccc1,Train,-2.866,235.2822,112.5,180.373,-785.888152,-0.011806,4.9437,0.24785,0.28023,479.1242065,-1.88958,-1.95469,-0.69075,0.82631,-2.54135,,,,,,,,,,,,,,34,22106.5,33400.5,38909.5,0.502784219,0.608070709,0.94354841,11,-15.90309987,-131.5222714,115.6191716,2815,0.029407517,0.005249309
OGDVEMNWJVYAJL-UHFFFAOYSA-N,CCOc1ccc2CC3C4C=CC(C5C4(CCN3C)c2c1O5)O,Test,-0.82,313.3956,200,262.611,-1017.907298,-0.015147,3.4141,0.30522,0.21948,535.4877319,-1.89438,-3.41764,-0.79099,0.5159,-2.47309,,,,,,,,,,,,,,46,28032.5,33246,46410.5,0.522784193,0.672934728,0.845711583,8,-130.6872386,-250.2351107,119.5478721,5136,-0.047393727,0.020716709
OGJPXUAPXNRGGI-UHFFFAOYSA-N,Fc1c(N2CCNCC2)cc2n(CC)cc(C(=O)O)c(=O)c2c1,Train,-2.81581,319.3349,221,214.387,-1110.114727,-0.02669,16.5741,0.2431,0.25485,523.4669189,-2.13045,-0.92898,-0.74648,0.80647,-4.05905,,,,,,,,,,,,,,41,23842.5,31554.5,47543.5,0.466486986,0.618753614,0.77980319,4,253.8738413,-348.062761,601.9366023,13118,0.045886309,0.01519357
OISVCGZHLKNMSJ-UHFFFAOYSA-N,Cc1cccc(C)n1,Test,0.45,107.1548,-6,93.088,-326.833564,-0.005091,2.3486,0.28671,0.2761,301.6196899,0,-1.77279,-0.71248,0.25636,-0.51102,,,,,,,,,,,,,,17,13231,16788,23696.5,0.504854369,0.63030303,0.935085076,2,-0.180639855,-59.55869095,59.37805109,2235,0.026567361,0.003801748
OJPDDQSCZGTACX-UHFFFAOYSA-N,c1ccc(cc1)N(CCO)CCO,Test,-0.73,181.234,57,125.709,-595.098275,-0.012812,4.7468,0.30521,0.22047,383.6253357,-1.63812,-2.00682,-0.82368,0.52745,-2.14103,,,,,,,,,,,,,,28,20025.5,23015,30957,0.665462304,0.775484326,0.808533826,3,5.187525989,-167.093828,172.281354,4700,0.036655607,0.014880438
OJXOXNIZNJIMLU-UHFFFAOYSA-N,c1cc(ccc1C(=O)c1cc(sc1)S(=O)(=O)N)O,Test,-2.861,283.3164,192.5,198.001,-1576.441031,-0.023668,8.3723,0.2337,0.27645,469.9644165,-3.24626,-1.57391,-1.11911,2.3071,-1.49057,,,,,,,,,,,,,,27,20482.5,30097,39906,0.447363335,0.648261393,0.656781596,6,86.52562662,-240.8529783,327.3786049,5443,0.052226024,0.023208584
OKQHSIGMOWQUIK-UHFFFAOYSA-N,C(COCn1cnc2cnc(N)nc12)O,Train,-1.078,209.2072,188.5,148.649,-735.559636,-0.019378,5.018,0.26935,0.25218,419.1392212,-1.42424,1.06983,-0.85265,0.57419,-4.34223,,,,,,,,,,,,,,26,20423.5,25416.5,34193.5,0.51244622,0.673569395,0.756386313,7,67.89436032,-196.1975232,264.0918835,4953,0.040375758,0.011466667
OKXVARYIKDXAEO-UHFFFAOYSA-N,CC(C)(C)C(C)(C)O,Train,-0.72,116.2028,17,117.257,-351.436313,-0.005462,2.2862,0.31689,0.29437,307.7576294,-0.80656,-3.31017,-0.80656,0.50537,-0.80656,,,,,,,,,,,,,,24,17882.5,19484.5,21883.5,0.878150234,0.913444728,0.922268979,5,-8.012957687,-51.18005729,43.1670996,1164,-0.043969121,0.014102984
ONKUXPIBXRRIDU-UHFFFAOYSA-N,CCOC(=O)CCCCCCCCC(=O)OCC,Test,-3.509,258.357,1.5,179.953,-849.802557,-0.013203,2.1442,0.31226,0.30164,588.9633789,-2.44996,-3.93446,-0.71851,0.83867,-2.44996,,,,,,,,,,,,,,44,23123.5,44788,44992.5,0.402240364,0.47614034,0.944667792,11,-96.42171606,-176.5164899,80.09477381,1747,-0.050346431,0.014386023
OPNPQXLQERQBBV-UHFFFAOYSA-N,CCC(CC)(C(=O)NC(=O)N)Br,Train,-2.68,237.0959,118,102.56,-3106.183155,-0.012414,4.6412,0.26497,0.30936,383.9838562,-1.34095,-0.97918,-0.86126,0.81419,-2.92465,,,,,,,,,,,,,,25,22439,26099.5,27307.5,0.808053614,0.809541943,0.911071565,5,42.29634303,-118.999399,161.295742,4291,0.026125811,0.003659404
OTLNPYWUJOZPPA-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)[N+](=O)[O-],Train,-2.751,167.1208,240,113.982,-625.273784,-0.017924,3.7202,0.18937,0.32997,326.3497314,-2.11813,-0.04512,-0.70998,0.81578,-1.61563,,,,,,,,,,,,,,17,12111.5,18496,28839,0.422907489,0.608561512,0.687224628,3,131.3227732,-169.7691888,301.0919619,6704,0.044912285,0.023441926
OTVAEFIXJLOWRX-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)C(C(CO)NC(=O)C(Cl)Cl)O,Train,-2.15,356.2202,165,226.812,-2215.539486,-0.027576,8.9697,0.24926,0.30762,554.6566162,-4.23903,-2.03003,-0.98662,2.15162,-2.72395,,,,,,,,,,,,,,36,21715,40999.5,44407,0.483853143,0.497566694,0.952484989,4,220.2680367,-282.0644362,502.3324729,11980,0.041855937,0.015692816
OUDSBRTVNLOZBN-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,Test,-3.68,311.3982,170,285.083,-1333.930086,-0.020212,8.5597,0.27032,0.26348,560.3925781,-2.60416,-3.58369,-0.97045,2.33279,-2.073,,,,,,,,,,,,,,42,26770.5,36916,42636.5,0.478800614,0.692345653,0.729511874,2,-30.94747481,-292.9685186,262.0210438,7137,0.036713051,0.019831535
OWWVHQUOYSPNNE-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(cc1)OCC,Train,-2.71,265.3516,173,228.561,-865.603557,-0.011804,5.3864,0.27729,0.23485,558.2868652,-1.76976,-3.22231,-0.71614,0.81998,-2.3354,,,,,,,,,,,,,,42,23154,42141,42242,0.427080636,0.540039572,0.78171828,5,-80.95123947,-204.2948152,123.3435757,4402,-0.041953106,0.018311715
OWZPCEFYPSAJFR-UHFFFAOYSA-N,CCC(C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],Train,-3.38,240.2152,55,141.805,-873.600825,-0.012329,6.1055,0.1854,0.3071,430.6572876,-2.29902,-2.03895,-0.69319,0.54153,-1.29052,,,,,,,,,,,,,,29,23989.5,26123,34986.5,0.726611767,0.83495319,0.924269819,3,157.0093176,-145.2919677,302.3012852,10059,0.030052817,0.007870899
OXNIZHLAWKMVMX-UHFFFAOYSA-N,c1c(cc(c(c1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],Train,-2.83,229.1056,122.2222,117.085,-920.942331,-0.018265,2.3246,0.16047,0.34079,364.2069702,-2.94503,0.24734,-0.64046,0.54576,-1.42345,,,,,,,,,,,,,,19,16566,17972.5,33478.5,0.454130307,0.476394698,0.917215445,4,213.7755898,-118.5005649,332.2761548,6710,0.049519546,0.014497611
OXQGTIUCKGYOAA-UHFFFAOYSA-N,CCC(CC)C(=O)O,Test,-0.81,116.1596,-15,98.026,-386.216344,-0.011792,5.8816,0.30394,0.30749,310.3088989,-1.372,-1.84993,-0.72435,0.83155,-1.372,,,,,,,,,,,,,,20,16038,20595.5,22809.5,0.647619048,0.856137617,0.86612881,4,21.85582548,-145.3594624,167.2152879,3976,0.041537382,0.021176098
OZWKMVRBQXNZKK-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccc2C(CCn12)C(=O)O,Train,-3.259,255.2726,160.5,174.773,-859.697949,-0.018268,5.3685,0.24085,0.27068,469.7142944,-1.98,-1.40753,-0.71304,0.83638,-2.33142,,,,,,,,,,,,,,32,18609,31370.5,41292,0.442756562,0.536487524,0.750705224,3,97.40406795,-200.1647619,297.5688299,8894,0.033457255,0.009662127
PAMIQIKDUOTOBW-UHFFFAOYSA-N,CN1CCCCC1,Train,0.23,99.1754,-50,92.577,-291.065333,-0.002793,1.3658,0.32357,0.22794,284.8764954,0,-2.47268,-0.5686,0.24494,-0.5686,,,,,,,,,,,,,,20,16393,16982.5,20859,0.755650679,0.868427076,0.891428571,1,-37.40794106,-37.40794106,0,912,-0.041017479,0.012450068
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,Train,-0.41,93.128,-6,78.977,-287.535453,-0.007236,2.1078,0.30889,0.23508,264.9863281,0,-1.20537,-0.8773,0.42242,-0.8773,,,,,,,,,,,,,,14,11189,13826.5,22018.5,0.470588235,0.560509554,0.834224572,3,7.242185916,-79.83753594,87.07972185,2155,0.040408224,0.014339576
PBAYDYUZOSNJGU-UHFFFAOYSA-N,c1c(=O)cc(C(=O)O)oc1C(=O)O,Test,-1.099,184.105,265,129.448,-720.455331,-0.024122,4.7783,0.19352,0.31873,336.2214355,-3.63799,1.97299,-0.69636,0.7862,-3.63799,,,,,,,,,,,,,,17,15249,17510,30056.5,0.41137647,0.467038845,0.996402796,4,182.5459108,-181.5666192,364.1125301,6581,0.055327842,0.027164897
PDQAZBWRQCGBEV-UHFFFAOYSA-N,C1CNC(=S)N1,Train,-0.71,102.1538,199,73.837,-625.589706,-0.016434,8.5733,0.30609,0.236,257.8528137,0,-0.26742,-0.64441,0.45937,-1.67251,,,,,,,,,,,,,,12,12143,14978.5,18712,0.655172414,0.696404406,0.857142857,2,48.94429169,-213.1378761,262.0821677,5391,0.048614759,0.011132191
PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,Train,-0.52,88.1492,-117,76.606,-272.861526,-0.006453,2.2983,0.31746,0.30223,284.5550537,-0.81253,-2.24376,-0.81253,0.51213,-0.81253,,,,,,,,,,,,,,18,13590.5,18409,21631,0.59803923,0.716588554,0.916886798,2,-0.751444032,-61.19602147,60.44457744,1727,0.034999755,0.017271504
PJGSXYOJTGTZAV-UHFFFAOYSA-N,CC(=O)C(C)(C)C,Test,-0.72,100.1602,-53,92.884,-310.978357,-0.006852,4.0789,0.29404,0.27534,288.8748474,-0.61717,-2.37931,-0.78226,0.6194,-0.61717,,,,,,,,,,,,,,19,16774,18314,19987,0.85106399,0.908593749,0.927882752,3,-10.24999707,-98.21349157,87.9634945,2352,0.027905918,0.005438016
PKOFBDHYTMYVGJ-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)S(=O)(=O)N,Train,-1.61,214.2386,215.75,155.619,-1044.102309,-0.022801,8.4668,0.26318,0.27579,406.4898376,-2.62628,-1.16761,-1.12052,2.28995,-2.07822,,,,,,,,,,,,,,24,14840,26402.5,34266,0.481156393,0.560247682,0.916029643,5,71.55759953,-257.8068838,329.3644833,5367,0.046365556,0.021475351
PLAZTCDQAHEYBI-UHFFFAOYSA-N,Cc1ccccc1[N+](=O)[O-],Train,-2.31988,137.1378,-4,100.403,-475.995524,-0.008337,6.2281,0.2183,0.30256,304.9303894,-0.8215,-1.52645,-0.70265,0.50038,-0.32112,,,,,,,,,,,,,,17,14587.5,15986.5,26043,0.520051959,0.56043956,0.956499757,3,5.994102762,-132.8460634,138.8401661,4018,0.034215895,0.007981331
POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO,Train,-0.42,118.1754,-75,89.679,-387.361506,-0.007537,3.3075,0.32992,0.29754,345.4157715,-1.43467,-2.03426,-0.80703,0.51016,-1.43467,,,,,,,,,,,,,,22,12114,24327,26568.5,0.46718576,0.534891758,0.923540831,4,-10.97184484,-81.46330062,70.49145579,2648,0.022991339,0.002333648
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@]3(C[C@@H]([C@H]21)O)C=O,Train,-3.85,360.4492,165.75,302.724,-1192.825233,-0.025887,10.105,0.25904,0.26874,542.6033325,-3.40353,-4.19935,-0.79391,0.58994,-3.40353,,,,,,,,,,,,,,54,30221,40932.5,41466.5,0.754320388,0.893930938,0.988119079,7,218.1643484,-294.4724786,512.636827,11940,0.042272485,0.014260132
PRLMFHYBTOQSLN-UHFFFAOYSA-N,CN(C)c1nc(nc(n1)SC)N(C)C,Train,-2.68,213.3,82.5,150.24,-985.695801,-0.011193,4.2283,0.30443,0.25052,435.1781616,0,-1.16277,-0.83025,0.63367,-2.55411,,,,,,,,,,,,,,29,19378,22380,38427.5,0.418370488,0.488687783,0.960335819,7,-76.807357,-165.5670431,88.75968615,3943,-0.038573202,0.011992004
PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(c2ccccc2n1)C(=O)NCCN(CC)CC,Test,-3.79357,343.468,64.5,254.383,-1093.970553,-0.014359,6.3892,0.25872,0.25317,690.2358398,-1.23686,-4.23451,-0.71627,0.67399,-2.97974,,,,,,,,,,,,,,54,36596.5,41785,57615,0.53794067,0.608745008,0.801278887,4,-45.88605279,-230.0722712,184.1862184,7229,0.025099868,0.003816332
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)NC(=O)N(C)C,Train,-3.52058,206.287,157.5,177.545,-652.668712,-0.013523,5.9769,0.30636,0.23752,459.3612061,-0.73514,-2.6912,-0.73514,0.82476,-1.9007,,,,,,,,,,,,,,33,17198,31743,38452,0.494831422,0.505806349,0.939612833,2,7.469882689,-190.0212865,197.4911692,5227,0.037782891,0.013197169
PUJDIJCNWFYVJX-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)N,Train,-0.35,151.1646,87.5,123.914,-515.403316,-0.012251,3.3175,0.2934,0.28326,346.4043579,-1.2898,-0.48835,-0.88334,0.91946,-2.17314,,,,,,,,,,,,,,20,16827.5,20764,27560.5,0.574733273,0.682059157,0.976531102,5,-6.989919083,-123.5533553,116.5634362,2889,-0.040475605,0.017952636
PXWLVJLKJGVOKE-UHFFFAOYSA-N,CC(C)c1c(C)n(C)n(c2ccccc2)c1=O,Train,-1.908,230.309,103,189.927,-728.831794,-0.013586,7.8337,0.28675,0.24067,473.0056152,-0.7133,-3.23693,-0.72654,0.6438,-1.27554,,,,,,,,,,,,,,35,23031.5,31928.5,37392,0.565167185,0.664002978,0.827075858,2,-2.031990457,-218.9395331,216.9075426,6552,0.033105547,0.008260712
PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(n1)OC,Train,-2.08,211.2662,94,178.623,-702.037787,-0.01338,3.2097,0.31837,0.25838,469.1613159,-0.54228,-0.78124,-0.70537,0.75894,-3.73233,,,,,,,,,,,,,,32,21985,29085.5,38128.5,0.476977911,0.655318747,0.893093927,6,-85.62079711,-171.3140381,85.69324097,3589,-0.042779649,0.017218731
