StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,LsoluHsolv,LsolvHsolu,SASA,Most_neg,Most_pos,O_charges,C_charges,Het_charges,solv_dip,,,,,,,,,,,,,,,,,,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol
NXFQHRVNIOXGAQ-YCRREMRBSA-N,O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(=O)C2)cc1,Test,-3.357,238.1592,268,124.247,-903.405327,-0.022191,0.19791,0.28064,428.0778809,-0.6629,0.81833,-2.53252,1.36843,-3.26302,7.8779,,,,,,,,,,,,,,,,,,0.317757009,0.52106517,0.602711143,4,164.4125684,-240.3415187,404.7540871,9352,0.043279949,0.017118031,,-886.6930495,-886.7001681,-0.007118623,-886.556732,-886.562144,-0.005412
NXQDBZGWYSEGFL-UHFFFAOYSA-N,Clc1ccc(N(C(=O)CSP(=S)(OC)OC)C(C)C)cc1,Train,-4.43,367.8448,51,254.674,-2385.037273,-0.019871,0.27077,0.26793,587.0915527,-0.87125,1.66701,-2.42661,-2.95221,-1.87673,9.0891,,,,,,,,,,,,,,,,,,0.661155582,0.716049383,0.916189438,3,60.79613206,-315.752899,376.5490311,7090,0.031128097,0.008385245,,-2350.396907,-2350.39854,-0.00163267,-2350.082946,-2350.084085,-0.001139
NYHAZDHVIPVSDM-UHFFFAOYSA-N,ON=C1C(=NO)CCC(C(C)C)C1,Test,-2.39,184.2376,-45.33,147.785,-612.256587,-0.012477,0.28481,0.27811,396.1569519,-0.68241,0.52564,-1.22996,-2.95727,-1.55491,2.4113,,,,,,,,,,,,,,,,,,0.558232932,0.664021691,0.833333333,6,-87.04791853,-169.5804731,82.53255459,4262,-0.039788943,0.011708606,,-601.0921299,-601.0986961,-0.006566143,-600.83442,-600.84078,-0.00636
NYQDCVLCJXRDSK-UHFFFAOYSA-N,Brc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,Train,-6.09,365.9932,54,228.481,-4766.979392,-0.00952,0.26658,0.28216,473.4260559,-0.86691,2.10847,-2.54727,-1.14108,-0.85495,6.0067,,,,,,,,,,,,,,,,,,0.664081952,0.712397623,0.978060739,7,77.48631868,-121.0358,198.5221187,4744,0.03511322,0.006904894,,-4709.279227,-4709.281426,-0.00219911,-4709.145893,-4709.148233,-0.00234
NZDAAPUTURAWII-UHFFFAOYSA-N,O=C(NC(=O)C)COC(=O)c1ccccc1,Train,-2.401,221.2122,104.5,161.323,-781.362759,-0.01865,0.23732,0.28225,441.4270325,-0.78201,0.82968,-2.41197,-0.02108,-3.10926,9.1057,,,,,,,,,,,,,,,,,,0.49151454,0.653829751,0.842676248,4,48.17040974,-235.8627418,284.0331515,4600,0.033042419,0.007489686,,-766.9394234,-766.9451002,-0.005676795,-766.737929,-766.746553,-0.008624
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,O=C(NC(C)(C)C)COC(=O)c1ccccc1,Train,-2.866,235.2822,112.5,180.373,-785.888152,-0.011806,0.24785,0.28023,479.1242065,-0.69075,0.82631,-1.88958,-1.95469,-2.54135,4.9437,,,,,,,,,,,,,,,,,,0.502784219,0.608070709,0.94354841,11,-15.90309987,-131.5222714,115.6191716,2815,0.029407517,0.005249309,,-771.4325925,-771.432509,8.35E-05,-771.144943,-771.144217,0.000726
OBKHYUIZSOIEPG-UHFFFAOYSA-N,CC1(C)CC(C)CC1,Train,-4.48,112.2144,-142.2,95.318,-314.319112,-0.000918,0.32406,0.32781,321.4995422,-0.67795,0.24232,0,-3.77092,0,0.1619,,,,,,,,,,,,,,,,,,0.746268657,0.758016401,0.967288444,0,0,0,0,0,0,0,,-308.6316506,-308.6273109,0.004339764,-308.393101,-308.389058,0.004043
OBMLHUPNRURLOK-UHFFFAOYSA-N,OC1C2(C)C(C3C(C4(C)C(CC5SC5C4)CC3)CC2)CC1,Test,-5.41,306.5054,127,239.982,-1215.095727,-0.010324,0.3087,0.25032,506.5923157,-0.79807,0.50991,-0.79807,-6.80387,-0.80059,2.1156,,,,,,,,,,,,,,,,,,0.503321638,0.60040422,0.813620054,4,44.01857528,-135.8418502,179.8604255,3916,0.024314217,0.002821315,,-1195.342835,-1195.343811,-0.00097651,-1194.833131,-1194.834147,-0.001016
ODCWYMIRDDJXKW-UHFFFAOYSA-N,Clc1nc(NCC)nc(NCC)n1,Test,-4.55,201.6583,228,151.761,-1007.838364,-0.007238,0.28825,0.27253,424.7978516,-0.70639,0.62365,0,-0.27805,-3.08394,5.7708,,,,,,,,,,,,,,,,,,0.338815807,0.538860104,0.925683041,6,-41.11860152,-195.9703648,154.8517632,4635,-0.039649657,0.010803878,,-992.1256577,-992.1396539,-0.013996183,-991.929481,-991.943423,-0.013942
OFDYMSKSGFSLLM-UHFFFAOYSA-N,FC(F)(F)c1c(N)c([N+](=O)[O-])c(N(CC)CC)c([N+](=O)[O-])c1,Train,-5.47,322.2433,98,218.478,-1246.08112,-0.020298,0.20837,0.2727,477.0557861,-0.76226,1.09147,-1.82936,-0.73318,-3.06826,8.0978,,,,,,,,,,,,,,,,,,0.737227173,0.768138532,0.864275652,2,152.8759342,-242.5723447,395.4482789,9880,0.040025129,0.012583234,,-1223.155843,-1223.150971,0.00487128,-1222.902307,-1222.899903,0.002404
OGBQILNBLMPPDP-UHFFFAOYSA-N,Clc1c(Cl)c2oc3c(c2cc1Cl)cc(Cl)c(Cl)c3,Test,-9.159894,340.4201,196,178.653,-2835.234894,-0.006228,0.23585,0.27779,461.7752991,-0.44917,0.33681,-0.44917,-0.59925,-0.24576,1.1596,,,,,,,,,,,,,,,,,,0.299003322,0.441176471,0.656955398,4,140.4054938,-3.809155326,144.2146491,3107,0.037081221,0.014117177,,-2797.354135,-2797.360889,-0.00675422,-2797.26355,-2797.270322,-0.006772
OGDVEMNWJVYAJL-UHFFFAOYSA-N,O(CC)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,Train,-0.82,313.3956,200,262.611,-1017.907298,-0.015147,0.30522,0.21948,535.4877319,-0.79099,0.5159,-1.89438,-3.41764,-2.47309,3.4141,,,,,,,,,,,,,,,,,,0.522784193,0.672934728,0.845711583,8,-130.6872386,-250.2351107,119.5478721,5136,-0.047393727,0.020716709,,-999.393406,-999.4064012,-0.012995185,-998.974724,-998.986701,-0.011977
OGHNVEJMJSYVRP-UHFFFAOYSA-N,O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,Train,-4.2557,406.4804,114.25,302.744,-1340.241557,-0.019378,0.27921,0.23338,714.3943481,-0.80558,0.51126,-2.49868,-3.16015,-3.80437,5.0484,,,,,,,,,,,,,,,,,,0.416897223,0.628085438,0.691484229,10,-80.73734538,-287.5541709,206.8168255,4567,-0.037628929,0.013432561,,-1315.712459,-1315.724144,-0.01168536,-1315.230682,-1315.244556,-0.013874
OGJPXUAPXNRGGI-UHFFFAOYSA-N,Fc1c(N2CCNCC2)cc2n(CC)cc(C(=O)O)c(=O)c2c1,Train,-2.81581,319.3349,221,214.387,-1110.114727,-0.02669,0.2431,0.25485,523.4669189,-0.74648,0.80647,-2.13045,-0.92898,-4.05905,16.5741,,,,,,,,,,,,,,,,,,0.466486986,0.618753614,0.77980319,4,253.8738413,-348.062761,601.9366023,13118,0.045886309,0.01519357,,-1089.76185,-1089.780034,-0.01818461,-1089.41751,-1089.43534,-0.01783
OISVCGZHLKNMSJ-UHFFFAOYSA-N,Cc1nc(C)ccc1,Test,0.45,107.1548,-6,93.088,-326.833564,-0.005091,0.28671,0.2761,301.6196899,-0.71248,0.25636,0,-1.77279,-0.51102,2.3486,,,,,,,,,,,,,,,,,,0.504854369,0.63030303,0.935085076,2,-0.180639855,-59.55869095,59.37805109,2235,0.026567361,0.003801748,,-320.8085469,-320.8100411,-0.001494238,-320.670492,-320.671854,-0.001362
OJPDDQSCZGTACX-UHFFFAOYSA-N,OCCN(CCO)c1ccccc1,Train,-0.73,181.234,57,125.709,-595.098275,-0.012812,0.30521,0.22047,383.6253357,-0.82368,0.52745,-1.63812,-2.00682,-2.14103,4.7468,,,,,,,,,,,,,,,,,,0.665462304,0.775484326,0.808533826,3,5.187525989,-167.093828,172.281354,4700,0.036655607,0.014880438,,-584.1727486,-584.1795061,-0.006757558,-583.929901,-583.936038,-0.006137
OJXOXNIZNJIMLU-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(C(=O)c2ccc(O)cc2)c1,Train,-2.861,283.3164,192.5,198.001,-1576.441031,-0.023668,0.2337,0.27645,469.9644165,-1.11911,2.3071,-3.24626,-1.57391,-1.49057,8.3723,,,,,,,,,,,,,,,,,,0.447363335,0.648261393,0.656781596,6,86.52562662,-240.8529783,327.3786049,5443,0.052226024,0.023208584,,-1551.71388,-1551.735243,-0.02136367,-1551.543865,-1551.564665,-0.0208
OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,Train,1.57,32.042,-98,31.264,-115.703018,-0.006375,0.31959,0.30676,163.7472229,-0.81166,0.5104,-0.81166,-0.32707,-0.81166,2.3125,,,,,,,,,,,,,,,,,,0.837998282,0.903508772,0.94759832,2,2.829246108,-60.04526408,62.87451019,1800,0.034930283,0.017282928,,-113.5473863,-113.5506903,-0.003304013,-113.510306,-113.513533,-0.003227
OKQHSIGMOWQUIK-UHFFFAOYSA-N,O(CCO)Cn1c2nc(N)ncc2nc1,Train,-1.078,209.2072,188.5,148.649,-735.559636,-0.019378,0.26935,0.25218,419.1392212,-0.85265,0.57419,-1.42424,1.06983,-4.34223,5.018,,,,,,,,,,,,,,,,,,0.51244622,0.673569395,0.756386313,7,67.89436032,-196.1975232,264.0918835,4953,0.040375758,0.011466667,,-722.0224959,-722.045555,-0.023059042,-721.823995,-721.84705,-0.023055
OKXVARYIKDXAEO-UHFFFAOYSA-N,OC(C(C)(C)C)(C)C,Train,-0.72,116.2028,17,117.257,-351.436313,-0.005462,0.31689,0.29437,307.7576294,-0.80656,0.50537,-0.80656,-3.31017,-0.80656,2.2862,,,,,,,,,,,,,,,,,,0.878150234,0.913444728,0.922268979,5,-8.012957687,-51.18005729,43.1670996,1164,-0.043969121,0.014102984,,-345.0249924,-345.0258604,-0.000868016,-344.793024,-344.794007,-0.000983
ONKUXPIBXRRIDU-UHFFFAOYSA-N,O=C(OCC)CCCCCCCCC(=O)OCC,Train,-3.509,258.357,1.5,179.953,-849.802557,-0.013203,0.31226,0.30164,588.9633789,-0.71851,0.83867,-2.44996,-3.93446,-2.44996,2.1442,,,,,,,,,,,,,,,,,,0.402240364,0.47614034,0.944667792,11,-96.42171606,-176.5164899,80.09477381,1747,-0.050346431,0.014386023,,-834.2720845,-834.2719926,9.18E-05,-833.858199,-833.859179,-0.00098
ONUFESLQCSAYKA-UHFFFAOYSA-N,Clc1cc(Cl)cc(N2C(=O)N(C(=O)NC(C)C)CC2=O)c1,Test,-4.38,330.17,134,178.123,-1813.456144,-0.017796,0.25971,0.29403,549.4558105,-0.69953,0.86408,-1.94578,-0.01392,-3.61173,3.3117,,,,,,,,,,,,,,,,,,0.529596983,0.629114669,0.801204893,7,101.9895863,-141.0287756,243.0183619,5542,0.035240987,0.010275651,,-1785.777285,-1785.781526,-0.00424069,-1785.531751,-1785.533307,-0.001556
ONXPZLFXDMAPRO-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Train,-11.69897,498.662,305.9,281.34,-5059.186957,-0.004553,0.24824,0.29693,538.4028931,-0.10621,0.07624,0,-0.67987,0.68816,0.0001,,,,,,,,,,,,,,,,,,0.541977707,0.544768942,0.988372093,14,36.50866942,0,36.50866942,188,0.023938685,0.002346725,,-4994.591315,-4994.596281,-0.00496544,-4994.543736,-4994.549491,-0.005755
OPNPQXLQERQBBV-UHFFFAOYSA-N,BrC(C(=O)NC(=O)N)(CC)CC,Train,-2.68,237.0959,118,102.56,-3106.183155,-0.012414,0.26497,0.30936,383.9838562,-0.86126,0.81419,-1.34095,-0.97918,-2.92465,4.6412,,,,,,,,,,,,,,,,,,0.808053614,0.809541943,0.911071565,5,42.29634303,-118.999399,161.295742,4291,0.026125811,0.003659404,,-3069.244236,-3069.247724,-0.00348751,-3069.043326,-3069.048062,-0.004736
OQANPHBRHBJGNZ-BKUYFWCQSA-N,S(=O)(=O)(Nc1ncccc1)c1ccc(N/N=C/2\C=C(C(=O)O)C(=O)C=C2)cc1,Train,-6.1367,398.3924,234.5,277.717,-1687.403075,-0.035621,0.17677,0.27258,639.9875488,-0.96868,2.32697,-3.97333,-0.89916,-3.48581,12.5227,,,,,,,,,,,,,,,,,,0.469248966,0.553903972,0.990076788,3,269.4981752,-387.9323426,657.4305179,14475,0.045418343,0.020386094,,-1658.273523,-1658.300676,-0.02715326,-1657.977732,-1658.00517,-0.027438
OQEBBZSWEGYTPG-UHFFFAOYSA-N,O=C(O)CC(N)C,Train,1.08,103.1206,189,73.477,-362.977604,-0.016626,0.29668,0.27835,277.8470154,-0.93868,0.83017,-1.37099,-0.55353,-2.30967,6.3275,,,,,,,,,,,,,,,,,,0.712760673,0.762580079,0.997799877,3,66.54619635,-165.9325121,232.4787085,4328,0.053715044,0.021658466,,-356.2674452,-356.2816314,-0.014186203,-356.140459,-356.153984,-0.013525
OQZCSNDVOWYALR-UHFFFAOYSA-N,ClCC1C(Cl)C(=O)N(c2cc(C(F)(F)F)ccc2)C1,Test,-4.05,312.1183,80.5,190.21,-1813.119504,-0.015364,0.25171,0.27959,475.7996216,-0.63981,1.09623,-0.63981,-0.40246,-2.3717,6.6282,,,,,,,,,,,,,,,,,,0.472727288,0.631197496,0.730644146,2,154.6409629,-179.6100934,334.2510564,7790,0.042907709,0.011867516,,-1785.587471,-1785.592365,-0.0048937,-1785.390709,-1785.39618,-0.005471
ORNBQBCIOKFOEO-UHFFFAOYSA-N,O=C(C)C1C2(C)C(C3C(C4(C)C(=CC3)CC(O)CC4)CC2)CC1,Train,-4.65,316.4826,192.25,276.194,-969.543809,-0.01241,0.29047,0.26653,538.7544556,-0.80732,0.61869,-1.42039,-6.72819,-1.42039,3.7754,,,,,,,,,,,,,,,,,,0.489614241,0.531645549,0.936464056,5,30.95088345,-143.2031849,174.1540683,5548,0.027201603,0.005548003,,-951.9799836,-951.982416,-0.0024324,-951.432408,-951.434937,-0.002529
OSSQSXOTMIGBCF-UHFFFAOYSA-N,C(#C)CCCCCCC,Train,-4.24,124.2254,-50,124.018,-352.364231,-0.004101,0.332,0.29342,389.1593018,-0.68812,0.27252,0,-3.84699,0,1.2005,,,,,,,,,,,,,,,,,,0.329073498,0.377878009,0.860655738,4,-25.43259362,-50.36854362,24.93595,1798,-0.028013651,0.003596282,,-345.9229996,-345.9181571,0.004842464,-345.685556,-345.680973,0.004583
OTKXWJHPGBRXCR-UHFFFAOYSA-N,Clc1c(OP(=S)(OC)OC)ccc([N+](=O)[O-])c1,Train,-4.31,297.6496,52.5,178.588,-1940.755805,-0.013652,0.20817,0.29158,466.964447,-0.86319,2.10133,-3.3358,-1.00315,-1.29015,8.0622,,,,,,,,,,,,,,,,,,0.51761858,0.68529697,0.688064944,8,83.44304435,-154.496841,237.9398853,4064,0.035876313,0.007730421,,-1911.886617,-1911.888751,-0.00213419,-1911.727191,-1911.729951,-0.00276
OTLNPYWUJOZPPA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(C(=O)O)cc1,Train,-2.751,167.1208,240,113.982,-625.273784,-0.017924,0.18937,0.32997,326.3497314,-0.70998,0.81578,-2.11813,-0.04512,-1.61563,3.7202,,,,,,,,,,,,,,,,,,0.422907489,0.608561512,0.687224628,3,131.3227732,-169.7691888,301.0919619,6704,0.044912285,0.023441926,,-613.6667003,-613.6761346,-0.009434336,-613.567239,-613.578467,-0.011228
OTQFXRBLGNEOGH-UHFFFAOYSA-N,Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,Train,-9,321.9744,219,196.092,-2450.836444,-0.005244,0.26052,0.25867,458.9794006,-0.48275,0.28342,-0.96487,-0.25348,-0.87919,0.0002,,,,,,,,,,,,,,,,,,0.296052641,0.405405392,0.694501488,8,86.83145584,-1.428302261,88.2597581,623,0.029150623,0.005566531,,-2417.195158,-2417.199716,-0.00455888,-2417.089803,-2417.095205,-0.005402
OTVAEFIXJLOWRX-UHFFFAOYSA-N,ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,Train,-2.15,356.2202,165,226.812,-2215.539486,-0.027576,0.24926,0.30762,554.6566162,-0.98662,2.15162,-4.23903,-2.03003,-2.72395,8.9697,,,,,,,,,,,,,,,,,,0.483853143,0.497566694,0.952484989,4,220.2680367,-282.0644362,502.3324729,11980,0.041855937,0.015692816,,-2182.477571,-2182.51156,-0.03398928,-2182.213809,-2182.249816,-0.036007
OUDSBRTVNLOZBN-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,Train,-3.68,311.3982,170,285.083,-1333.930086,-0.020212,0.27032,0.26348,560.3925781,-0.97045,2.33279,-2.60416,-3.58369,-2.073,8.5597,,,,,,,,,,,,,,,,,,0.478800614,0.692345653,0.729511874,2,-30.94747481,-292.9685186,262.0210438,7137,0.036713051,0.019831535,,-1311.457096,-1311.476108,-0.01901203,-1311.097642,-1311.117288,-0.019646
OWWVHQUOYSPNNE-UHFFFAOYSA-N,O=C(OCCN(CC)CC)c1ccc(OCC)cc1,Test,-2.71,265.3516,173,228.561,-865.603557,-0.011804,0.27729,0.23485,558.2868652,-0.71614,0.81998,-1.76976,-3.22231,-2.3354,5.3864,,,,,,,,,,,,,,,,,,0.427080636,0.540039572,0.78171828,5,-80.95123947,-204.2948152,123.3435757,4402,-0.041953106,0.018311715,,-849.7649549,-849.7667005,-0.001745623,-849.382813,-849.384099,-0.001286
OWZPCEFYPSAJFR-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)c(C(CC)C)cc([N+](=O)[O-])c1,Train,-3.38,240.2152,55,141.805,-873.600825,-0.012329,0.1854,0.3071,430.6572876,-0.69319,0.54153,-2.29902,-2.03895,-1.29052,6.1055,,,,,,,,,,,,,,,,,,0.726611767,0.83495319,0.924269819,3,157.0093176,-145.2919677,302.3012852,10059,0.030052817,0.007870899,,-857.4614987,-857.4630986,-0.001599913,-857.242,-857.244949,-0.002949
OXNIZHLAWKMVMX-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,Train,-2.83,229.1056,122.2222,117.085,-920.942331,-0.018265,0.16047,0.34079,364.2069702,-0.64046,0.54576,-2.94503,0.24734,-1.42345,2.3246,,,,,,,,,,,,,,,,,,0.454130307,0.476394698,0.917215445,4,213.7755898,-118.5005649,332.2761548,6710,0.049519546,0.014497611,,-903.821187,-903.8316437,-0.010456706,-903.733858,-903.742953,-0.009095
OXQGTIUCKGYOAA-UHFFFAOYSA-N,O=C(O)C(CC)CC,Train,-0.81,116.1596,-15,98.026,-386.216344,-0.011792,0.30394,0.30749,310.3088989,-0.72435,0.83155,-1.372,-1.84993,-1.372,5.8816,,,,,,,,,,,,,,,,,,0.647619048,0.856137617,0.86612881,4,21.85582548,-145.3594624,167.2152879,3976,0.041537382,0.021176098,,-379.1168325,-379.1229166,-0.006084137,-378.940919,-378.947901,-0.006982
OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,Train,-3.259,255.2726,160.5,174.773,-859.697949,-0.018268,0.24085,0.27068,469.7142944,-0.71304,0.83638,-1.98,-1.40753,-2.33142,5.3685,,,,,,,,,,,,,,,,,,0.442756562,0.536487524,0.750705224,3,97.40406795,-200.1647619,297.5688299,8894,0.033457255,0.009662127,,-843.8817152,-843.8882268,-0.006511632,-843.628413,-843.637411,-0.008998
PAMIQIKDUOTOBW-UHFFFAOYSA-N,CN1CCCCC1,Train,0.23,99.1754,-50,92.577,-291.065333,-0.002793,0.32357,0.22794,284.8764954,-0.5686,0.24494,0,-2.47268,-0.5686,1.3658,,,,,,,,,,,,,,,,,,0.755650679,0.868427076,0.891428571,1,-37.40794106,-37.40794106,0,912,-0.041017479,0.012450068,,-285.7864002,-285.7910789,-0.004678692,-285.592725,-285.597126,-0.004401
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,Train,-0.41,93.128,-6,78.977,-287.535453,-0.007236,0.30889,0.23508,264.9863281,-0.8773,0.42242,0,-1.20537,-0.8773,2.1078,,,,,,,,,,,,,,,,,,0.470588235,0.560509554,0.834224572,3,7.242185916,-79.83753594,87.07972185,2155,0.040408224,0.014339576,,-282.2095121,-282.2111693,-0.001657145,-282.104662,-282.106346,-0.001684
PBAYDYUZOSNJGU-UHFFFAOYSA-N,O=C(O)c1oc(C(=O)O)cc(=O)c1,Test,-1.099,184.105,265,129.448,-720.455331,-0.024122,0.19352,0.31873,336.2214355,-0.69636,0.7862,-3.63799,1.97299,-3.63799,4.7783,,,,,,,,,,,,,,,,,,0.41137647,0.467038845,0.996402796,4,182.5459108,-181.5666192,364.1125301,6581,0.055327842,0.027164897,,-707.1221252,-707.1361276,-0.014002347,-707.034783,-707.049827,-0.015044
PBBGSZCBWVPOOL-UHFFFAOYSA-N,Oc1ccc(C(C(CC)c2ccc(O)cc2)CC)cc1,Train,-4.43,270.3706,186,220.679,-849.334065,-0.013943,0.30004,0.24502,521.5394897,-0.73011,0.52335,-1.45994,-4.46966,-1.45994,3.3814,,,,,,,,,,,,,,,,,,0.57921338,0.596826553,0.884159824,4,55.41603371,-119.9288839,175.3449176,4077,0.042113132,0.020133013,,-833.7804992,-833.7850301,-0.004530826,-833.402968,-833.407807,-0.004839
PBMFSQRYOILNGV-UHFFFAOYSA-N,n1ncccc1,Train,1.1,80.089,-8,60.821,-264.260662,-0.010605,0.2532,0.27114,226.7317352,-0.28228,0.27116,0,-0.48372,-0.56456,5.9497,,,,,,,,,,,,,,,,,,0.517857143,0.611111111,0.995391601,2,22.39480469,-136.8654502,159.2602549,4040,0.039420855,0.010946747,,-259.3610671,-259.3696175,-0.00855041,-259.301301,-259.309104,-0.007803
PDQAZBWRQCGBEV-UHFFFAOYSA-N,S=C1NCCN1,Train,-0.71,102.1538,199,73.837,-625.589706,-0.016434,0.30609,0.236,257.8528137,-0.64441,0.45937,0,-0.26742,-1.67251,8.5733,,,,,,,,,,,,,,,,,,0.655172414,0.696404406,0.857142857,2,48.94429169,-213.1378761,262.0821677,5391,0.048614759,0.011132191,,-616.3498021,-616.3553514,-0.005549286,-616.268001,-616.272589,-0.004588
PDRGHUMCVRDZLQ-UHFFFAOYSA-N,O=C1C2(C)C(c3c(c4c(cc(O)cc4)cc3)CC2)CC1,Train,-5.24,266.339,258.5,199.623,-846.986432,-0.014201,0.27026,0.23844,473.1344604,-0.72554,0.63854,-1.33899,-3.51652,-1.33899,4.6133,,,,,,,,,,,,,,,,,,0.52766015,0.623924512,0.873096323,6,54.49930129,-154.4817877,208.981089,6171,0.031886123,0.015016011,,-831.5159551,-831.520331,-0.0043759,-831.182316,-831.188429,-0.006113
PEDCQBHIVMGVHV-UHFFFAOYSA-N,OC(CO)CO,Train,1.12,92.0944,18,80.121,-344.718527,-0.013343,0.3029,0.30252,253.8322601,-0.81533,0.52031,-2.42028,-0.26306,-2.42028,3.1141,,,,,,,,,,,,,,,,,,0.668508287,0.926872573,0.945602878,4,47.31627068,-113.9588181,161.2750888,3666,0.041770264,0.018256274,,-338.3676787,-338.3795912,-0.011912499,-338.261583,-338.273376,-0.011793
PEQHIRFAKIASBK-UHFFFAOYSA-N,C(c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,Train,-7.8,320.433,282.5,250.527,-964.407962,-0.0107,0.28405,0.25973,571.0219116,-0.24903,0.25472,0,-5.05607,0,0.0005,,,,,,,,,,,,,,,,,,0.874493927,0.875970466,0.985973188,18,-61.10190698,-96.55241823,35.45051124,1381,-0.02614813,0.003338023,,-946.695033,-946.6880399,0.006993152,-946.310786,-946.303886,0.0069
PFIADAMVCJPXSF-UHFFFAOYSA-N,Clc1c(OC)cc(Cl)c(OC)c1,Train,-4.41,207.056,134,131.583,-1380.394534,-0.008818,0.2839,0.24532,378.5614014,-0.53939,0.29219,-1.07878,-0.85311,-1.06966,0.0017,,,,,,,,,,,,,,,,,,0.440677966,0.571428583,0.744002916,4,57.2679183,-108.1359489,165.4038672,2655,0.031258319,0.005591917,,-1360.726456,-1360.730506,-0.00404905,-1360.593174,-1360.597364,-0.00419
PHEOVVDXTQVHAZ-UHFFFAOYSA-N,O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1)C(C)(C)C,Train,-4.58,444.5668,233,341.598,-1463.216176,-0.021581,0.25343,0.24279,681.0559082,-0.79886,0.85988,-3.96018,-5.67046,-3.96018,5.3382,,,,,,,,,,,,,,,,,,0.469650399,0.544277809,0.879649778,10,132.2101847,-273.6655266,405.8757113,9948,0.036312328,0.012782551,,-1436.508597,-1436.517428,-0.00883144,-1435.872107,-1435.882033,-0.009926
PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,Train,-0.52,88.1492,-117,76.606,-272.861526,-0.006453,0.31746,0.30223,284.5550537,-0.81253,0.51213,-0.81253,-2.24376,-0.81253,2.2983,,,,,,,,,,,,,,,,,,0.59803923,0.716588554,0.916886798,2,-0.751444032,-61.19602147,60.44457744,1727,0.034999755,0.017271504,,-267.8682887,-267.8705077,-0.002219025,-267.701975,-267.704543,-0.002568
PJANXHGTPQOBST-VAWYXSNFSA-N,C(=C\c1ccccc1)/c1ccccc1,Train,-5.790116,180.2488,124,157.076,-540.560308,-0.005883,0.2556,0.23753,414.450531,-0.24798,0.25269,0,-2.96918,0,0.0001,,,,,,,,,,,,,,,,,,0.280645161,0.522580645,0.533333339,8,10.96533199,-73.77496457,84.74029656,1656,-0.023816116,0.001916815,,-530.5915618,-530.5876677,0.003894081,-530.379442,-530.375409,0.004033
PJGSXYOJTGTZAV-UHFFFAOYSA-N,O=C(C(C)(C)C)C,Train,-0.72,100.1602,-53,92.884,-310.978357,-0.006852,0.29404,0.27534,288.8748474,-0.78226,0.6194,-0.61717,-2.37931,-0.61717,4.0789,,,,,,,,,,,,,,,,,,0.85106399,0.908593749,0.927882752,3,-10.24999707,-98.21349157,87.9634945,2352,0.027905918,0.005438016,,-305.2707687,-305.2694266,0.001342023,-305.099748,-305.09802,0.001728
PKOFBDHYTMYVGJ-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(NC(=O)C)cc1,Train,-1.61,214.2386,215.75,155.619,-1044.102309,-0.022801,0.26318,0.27579,406.4898376,-1.12052,2.28995,-2.62628,-1.16761,-2.07822,8.4668,,,,,,,,,,,,,,,,,,0.481156393,0.560247682,0.916029643,5,71.55759953,-257.8068838,329.3644833,5367,0.046365556,0.021475351,,-1026.840798,-1026.861314,-0.02051635,-1026.673758,-1026.694981,-0.021223
PLAZTCDQAHEYBI-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)cccc1,Train,-2.31988,137.1378,-4,100.403,-475.995524,-0.008337,0.2183,0.30256,304.9303894,-0.70265,0.50038,-0.8215,-1.52645,-0.32112,6.2281,,,,,,,,,,,,,,,,,,0.520051959,0.56043956,0.956499757,3,5.994102762,-132.8460634,138.8401661,4018,0.034215895,0.007981331,,-467.1719618,-467.1725945,-0.000632699,-467.053408,-467.054082,-0.000674
